0;4665897416;172;8qRmTJas/6XEBaA0l4Wt1+/qSLgc6p7u7JzoMSuT/M8=;3;9;2506163141117;-1;0.1282;0.07642
0;4476805516;783;8q42bgxf0GTyIawD0wH8OjTD8RneyCLSKfgTUQNfUVw=;3;9;2506178638765;-1;0.1514;0.2327
0;2437926070;113;8qRmTJas/6XEBaA0l4Wt1+/qSLgc6p7u7JzoMSuT/M8=;3;9;2506199602823;-1;0.125;0.1528
0;4665896876;505;8qRmTJas/6XEBaA0l4Wt1+/qSLgc6p7u7JzoMSuT/M8=;3;9;2506199602823;-1;0.1038;0.07642
0;4765556460;384;rNyxTd1B3RnDJBIofzoVksjnmaJEN+hW5W+yRHo2xsM=;3;9;2506117434580;-1;0.125;0.1541
0;4665897969;146;8qRmTJas/6XEBaA0l4Wt1+/qSLgc6p7u7JzoMSuT/M8=;3;9;2506194007234;-1;0.3394;0.07642
0;4665897416;5;8qRmTJas/6XEBaA0l4Wt1+/qSLgc6p7u7JzoMSuT/M8=;3;9;2506199602823;-1;0.1282;0.07642
0;5022579678;18;8qRmTJas/6XEBaA0l4Wt1+/qSLgc6p7u7JzoMSuT/M8=;2;9;2506199602823;-1;0.1626;0.07642
0;2111561443;25;8qRmTJas/6XEBaA0l4Wt1+/qSLgc6p7u7JzoMSuT/M8=;2;9;2506143595475;-1;0.12;0.07654
0;3998352223;111;grHTgZef2Rtx66/wSvUq95QxpsrIx5jTAIzZqgkvqyU=;2;9;2506199602823;-1;0.3125;0.1592
0;3695027940;0;a3Mdzg6nuJ0a8aaXXFhhfzfnJdHqf18sgnHhnlxrQlU=;3;9;2506199602823;-1;0.25;0.05646
0;4765556460;717;rNyxTd1B3RnDJBIofzoVksjnmaJEN+hW5W+yRHo2xsM=;3;9;2506199602823;-1;0.125;0.1541
0;4665892165;705;8qRmTJas/6XEBaA0l4Wt1+/qSLgc6p7u7JzoMSuT/M8=;3;9;2506171482629;-1;0.125;0.07642
0;4765556460;999;rNyxTd1B3RnDJBIofzoVksjnmaJEN+hW5W+yRHo2xsM=;3;9;2506197957982;-1;0.125;0.1541
0;2437926070;102;8qRmTJas/6XEBaA0l4Wt1+/qSLgc6p7u7JzoMSuT/M8=;3;9;2506198058676;-1;0.125;0.1528
0;4665897969;137;8qRmTJas/6XEBaA0l4Wt1+/qSLgc6p7u7JzoMSuT/M8=;3;9;2506195038071;-1;0.3394;0.07642
0;4943810407;5;zeOTLPYUxvhd2Jp2WPFisu7zxq4UfGpWFVoYJ3+sVRQ=;3;9;2506199602823;-1;0.125;0.03107
0;4665896876;265;8qRmTJas/6XEBaA0l4Wt1+/qSLgc6p7u7JzoMSuT/M8=;3;9;2506199602823;-1;0.1038;0.07642
0;3996125377;97;/ADqb6ab3/Bxrz3dyZaDPRX7DAfUdiR+JTSVDrtJ+qU=;3;9;2506199602823;-1;0.1257;0.01271
0;4665896876;305;8qRmTJas/6XEBaA0l4Wt1+/qSLgc6p7u7JzoMSuT/M8=;3;9;2506199602823;-1;0.1038;0.07642
0;4476805516;247;8q42bgxf0GTyIawD0wH8OjTD8RneyCLSKfgTUQNfUVw=;3;9;2506174643387;-1;0.1514;0.2327
0;4665892165;852;8qRmTJas/6XEBaA0l4Wt1+/qSLgc6p7u7JzoMSuT/M8=;3;9;2506199602823;-1;0.125;0.07642
0;4476805516;595;8q42bgxf0GTyIawD0wH8OjTD8RneyCLSKfgTUQNfUVw=;3;9;2506199602823;-1;0.1514;0.2327
0;2780813754;75;AL1ptJgzhEaoLf97k5xU6Uc2VO0yUaPQd/feJ5LMWhA=;3;9;2506199602823;-1;0.1262;0.03259
0;4665896876;22;8qRmTJas/6XEBaA0l4Wt1+/qSLgc6p7u7JzoMSuT/M8=;3;9;2506199602823;-1;0.1038;0.07642
0;4665892165;8;8qRmTJas/6XEBaA0l4Wt1+/qSLgc6p7u7JzoMSuT/M8=;3;9;2506199602823;-1;0.125;0.07642
0;3873439907;45;a3Mdzg6nuJ0a8aaXXFhhfzfnJdHqf18sgnHhnlxrQlU=;3;9;2506199602823;-1;0.25;0.07507
0;3695027940;51;a3Mdzg6nuJ0a8aaXXFhhfzfnJdHqf18sgnHhnlxrQlU=;3;9;2506199602823;-1;0.25;0.05646
0;4665897969;126;8qRmTJas/6XEBaA0l4Wt1+/qSLgc6p7u7JzoMSuT/M8=;3;9;2506153008724;-1;0.3394;0.07642
0;3418339;18;70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=;3;9;2506199602823;-1;0.1875;0.09839
0;4476805516;362;8q42bgxf0GTyIawD0wH8OjTD8RneyCLSKfgTUQNfUVw=;3;9;2506199602823;-1;0.1514;0.2327
0;3996125377;236;/ADqb6ab3/Bxrz3dyZaDPRX7DAfUdiR+JTSVDrtJ+qU=;3;9;2506199602823;-1;0.1257;0.01271
0;3695027940;75;a3Mdzg6nuJ0a8aaXXFhhfzfnJdHqf18sgnHhnlxrQlU=;3;9;2506199602823;-1;0.25;0.05646
0;4665897969;121;8qRmTJas/6XEBaA0l4Wt1+/qSLgc6p7u7JzoMSuT/M8=;3;9;2506199602823;-1;0.3394;0.07642
0;4665896876;136;8qRmTJas/6XEBaA0l4Wt1+/qSLgc6p7u7JzoMSuT/M8=;3;9;2506199602823;-1;0.1038;0.07642
0;4765556460;508;rNyxTd1B3RnDJBIofzoVksjnmaJEN+hW5W+yRHo2xsM=;3;9;2506199602823;-1;0.125;0.1541
0;331416465;66;X1lfQH40IsOBIZKZcc3oourOrsvg/qzZLzBaGgD6iKg=;3;9;2506199602823;-1;0.1313;0.02057
0;4476805516;153;8q42bgxf0GTyIawD0wH8OjTD8RneyCLSKfgTUQNfUVw=;3;9;2506154005922;-1;0.1514;0.2327
0;3244832720;91;JBEMyDFTIiNn1p7tUZhesIz1tAMtFYIahY6oWJP5leQ=;3;9;2506152881427;-1;0.1418;0.07654
0;4665892165;820;8qRmTJas/6XEBaA0l4Wt1+/qSLgc6p7u7JzoMSuT/M8=;3;9;2506198224311;-1;0.125;0.07642
0;4949759132;18;ixykqFMoZlEv1zbl6qsJg83fr0Ulc6Lnm3wVaYq7uQY=;3;9;2506177495496;-1;0.3125;0.1272
0;3244832720;210;JBEMyDFTIiNn1p7tUZhesIz1tAMtFYIahY6oWJP5leQ=;3;9;2506161626313;-1;0.1418;0.07654
0;4943810407;8;zeOTLPYUxvhd2Jp2WPFisu7zxq4UfGpWFVoYJ3+sVRQ=;3;9;2506197003445;-1;0.125;0.03107
0;3244832720;39;JBEMyDFTIiNn1p7tUZhesIz1tAMtFYIahY6oWJP5leQ=;3;9;2506198338348;-1;0.1418;0.07654
0;3418417;1;70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=;3;9;2506198161852;-1;0.125;0.1024
0;4765556460;973;rNyxTd1B3RnDJBIofzoVksjnmaJEN+hW5W+yRHo2xsM=;3;9;2506159359494;-1;0.125;0.1541
0;3996806186;67;Gr7nWEjuCZFXGBZxNTRYAnvPno2sa84Y+9Rp1bjRchU=;3;9;2506199602823;-1;0.25;0.09326
0;4476805516;429;8q42bgxf0GTyIawD0wH8OjTD8RneyCLSKfgTUQNfUVw=;3;9;2506199602823;-1;0.1514;0.2327
0;4665897969;78;8qRmTJas/6XEBaA0l4Wt1+/qSLgc6p7u7JzoMSuT/M8=;3;9;2506199602823;-1;0.3394;0.07642
