0;4392480606;168;XXdY557FQk791swgplLkVfyX7Vr1lIHuSKR+pnbZWR8=;2;0;2048102812990;-1;0.0625;0.06335
0;2902878580;72;wCn+ghu8PJtxrZGYHh7myaXzhOnxiWYu5XZf/2M2slc=;2;11;2506199602823;-1;0.0625;0.0256
0;4857082814;283;RadM8g4+5sOfOLNjDbDRirrfEOAeY4TieW+qKkrGDQQ=;2;2;2501668060192;-1;0.0625;0.04773
0;3996515256;26;B+humsbEb+EM4XpG1qD7AYgzY8mtpICNPmadBNpFCtQ=;2;9;2506199602823;-1;0.06873;0.00544
0;4665617026;223;8qRmTJas/6XEBaA0l4Wt1+/qSLgc6p7u7JzoMSuT/M8=;2;9;2506199602823;-1;0.08435;0.07642
0;2902878580;1910;wCn+ghu8PJtxrZGYHh7myaXzhOnxiWYu5XZf/2M2slc=;2;11;2506007222345;-1;0.0625;0.0256
0;4566214763;1;70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=;3;9;2506180693169;-1;0.03125;0.08582
0;4974635509;227;CwGnjPqF6z6mEbr5zJVXafRsbETt6gvdwvOX2l+GpsI=;3;9;2506197234127;-1;0.0625;0.08569
0;4974639809;327;CwGnjPqF6z6mEbr5zJVXafRsbETt6gvdwvOX2l+GpsI=;3;9;2506199602823;-1;0.0625;0.08569
0;4857081234;322;RadM8g4+5sOfOLNjDbDRirrfEOAeY4TieW+qKkrGDQQ=;2;2;2504129905959;-1;0.0625;0.04773
0;4974641217;278;CwGnjPqF6z6mEbr5zJVXafRsbETt6gvdwvOX2l+GpsI=;3;9;2506199602823;-1;0.0625;0.08569
0;4974636262;267;CwGnjPqF6z6mEbr5zJVXafRsbETt6gvdwvOX2l+GpsI=;3;9;2506199602823;-1;0.0625;0.08569
0;4392480606;67;XXdY557FQk791swgplLkVfyX7Vr1lIHuSKR+pnbZWR8=;2;0;2177094938697;-1;0.0625;0.06335
0;192299653;187;XAk+iT/NLGe4Ow+7ARniw9vei1mUmLS0U2w0PFWXEwk=;3;9;2506165247648;-1;0.0625;0.02863
0;4974635914;132;CwGnjPqF6z6mEbr5zJVXafRsbETt6gvdwvOX2l+GpsI=;3;9;2506199602823;-1;0.0625;0.08569
0;4974636262;229;CwGnjPqF6z6mEbr5zJVXafRsbETt6gvdwvOX2l+GpsI=;3;9;2506135461423;-1;0.0625;0.08569
